Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,RunLine,,OpenOU,,CloseOU,
427,969,V,LAA,JQUINTANA-L,0,1,0,0,0,0,0,0,0,1,-160,-152,-1.5,-105,9,-120,9,-115
427,970,H,TEX,MFOLTYNEW,1,0,2,2,0,0,1,0,x,6,135,142,1.5,-115,9,100,9,-105
427,971,V,DET,JURENA,1,0,0,0,0,0,3,1,0,5,190,215,1.5,105,8,-120,7.5,-110
427,972,H,CWS,LGIOLITO,1,0,1,0,0,0,0,0,0,2,-235,-245,-1.5,-125,8,100,7.5,-110
427,973,V,SEA,MGONZALES-L,0,0,0,0,0,0,0,0,0,0,150,175,1.5,-115,8.5,-110,8.5,-120
427,974,H,HOU,CJAVIER,0,0,0,2,0,0,0,0,x,2,-180,-190,-1.5,-105,8.5,-110,8.5,100
427,975,V,KAN,JJUNIS,0,0,1,0,0,0,0,0,0,1,-115,103,1.5,-210,8,-105,8,-105
427,976,H,PIT,TANDERSON-L,1,0,0,0,0,0,1,0,x,2,-105,-113,-1.5,185,8,-115,8,-115
427,977,V,WAS,MSCHERZER,1,0,2,0,0,0,2,0,0,5,-150,-117,-1.5,135,8.5,-115,8.5,-110
427,978,H,TOR,TTHORNTON,0,0,4,2,1,0,2,0,x,9,130,107,1.5,-155,8.5,-105,8.5,-110
427,979,V,BOS,GRICHARDS,0,0,1,0,0,1,0,0,0,2,130,136,1.5,-155,8.5,-120,8.5,-120
427,980,H,NYM,DPETERSON-L,0,1,0,0,0,0,0,0,0,1,-150,-146,-1.5,135,8.5,100,8.5,100
428,901,V,MIA,SALCANTAR,0,2,0,3,1,0,0,0,0,6,-110,-113,-1.5,140,7.5,-105,8,-110
428,902,H,MIL,ZGODLEY,0,0,2,0,0,0,0,0,0,2,-110,103,1.5,-160,7.5,-115,8,-110
428,903,V,CIN,SGRAY,0,0,0,0,0,0,0,0,0,0,170,190,1.5,-120,7.5,-120,7.5,-120
428,904,H,LAD,CKERSHAW-L,0,1,1,0,0,0,0,6,x,8,-200,-210,-1.5,100,7.5,100,7.5,100
428,905,V,CUB,KHENDRICK,0,0,0,0,0,0,0,0,0,0,115,123,1.5,-170,8.5,-110,9,100
428,906,H,ATL,HYNOA,4,2,0,1,1,2,0,0,x,10,-135,-133,-1.5,150,8.5,-110,9,-120
428,907,V,PHI,VVELASQUE,0,1,0,0,2,1,1,0,0,5,100,-105,1.5,-200,8.5,-115,8.5,-120
428,908,H,STL,JOVIEDO,0,2,1,0,0,0,0,0,0,3,-120,-105,-1.5,175,8.5,-105,8.5,100
428,909,V,SDG,RWEATHERS-L,0,0,0,0,6,1,0,3,2,12,-160,-156,-1.5,100,9,-110,9,-110
428,910,H,ARI,RSMITH,0,1,0,1,0,1,0,0,0,3,135,146,1.5,-120,9,-110,9,-110
428,911,V,COL,GMARQUEZ,0,0,0,0,0,0,2,0,1,3,115,132,1.5,-180,7,105,7,-120
428,912,H,SFO,AWOOD-L,0,4,0,0,0,0,3,0,x,7,-135,-142,-1.5,160,7,-125,7,100
428,913,V,MIN,JHAPP-L,4,2,1,0,1,0,2,0,0,10,-125,-122,-1.5,125,9.5,100,8.5,-115
428,914,H,CLE,LALLEN-L,0,1,0,0,1,0,0,0,0,2,105,112,1.5,-145,9.5,-120,8.5,-105
428,915,V,NYY,DGERMAN,0,1,4,0,1,0,0,1,0,7,-180,-147,-1.5,100,9.5,-105,10,-110
428,916,H,BAL,DKREMER,0,0,0,0,0,0,0,0,0,0,150,137,1.5,-120,9.5,-115,10,-110
428,917,V,OAK,CIRVIN-L,0,0,0,0,0,0,0,0,0,0,145,160,1.5,-145,7.5,100,7.5,100
428,918,H,TAM,TGLASNOW,0,0,0,0,2,0,0,0,x,2,-170,-170,-1.5,125,7.5,-120,7.5,-120
428,919,V,LAA,ACOBB,4,0,0,0,0,0,0,0,0,4,-130,-125,-1.5,125,8.5,-120,9,-105
428,920,H,TEX,DDUNNING,1,2,0,0,0,0,0,0,0,3,110,115,1.5,-145,8.5,100,9,-115
428,921,V,SEA,JDUNN,0,0,1,3,1,0,0,0,0,5,180,190,1.5,-110,8.5,-110,8.5,-115
428,922,H,HOU,ZGREINKE,0,2,0,0,0,1,0,4,x,7,-220,-210,-1.5,-110,8.5,-110,8.5,-105
428,925,V,KAN,MMINOR-L,3,0,1,2,0,3,0,0,0,9,-130,-125,-1.5,135,8,-105,8,-120
428,926,H,PIT,MKELLER,0,0,0,3,2,0,0,1,0,6,110,115,1.5,-155,8,-115,8,100
428,927,V,BOS,NPIVETTA,0,1,0,0,0,0,0,0,0,1,200,240,1.5,105,7,-120,7,100
428,928,H,NYM,JDEGROM,0,0,0,0,0,0,0,0,0,0,-250,-270,-1.5,-125,7,100,7,-120
428,929,V,WAS,EFEDDE,0,0,3,3,2,0,0,0,0,8,140,163,1.5,-125,9.5,-120,9.5,100
428,930,H,TOR,SMATZ-L,0,0,0,0,1,0,0,1,0,2,-165,-176,-1.5,105,9.5,100,9.5,-120
429,951,V,PHI,ANOLA,0,0,1,0,0,0,2,0,0,3,-135,-117,-1.5,145,7,105,7,-105
429,952,H,STL,KKIM-L,0,0,0,0,3,0,0,0,0,4,115,107,1.5,-165,7,-125,7,-115
429,953,V,CUB,AALZOLAY,2,0,2,0,2,0,2,0,1,9,125,120,1.5,-165,9,-115,9.5,100
429,954,H,ATL,BWILSON,0,0,0,1,0,1,1,0,0,3,-145,-130,-1.5,145,9,-105,9.5,-120
429,955,V,LAD,TBAUER,0,0,0,0,0,0,0,0,1,1,-160,-200,-1.5,-125,7.5,-120,7.5,100
429,956,H,MIL,ELAUER-L,0,0,0,2,0,0,0,0,x,2,135,180,1.5,105,7.5,100,7.5,-120
429,957,V,COL,ASENZATEL,0,1,2,0,0,0,0,0,0,3,135,118,1.5,-185,9,100,9,-115
429,958,H,ARI,LWEAVER,0,0,1,2,0,0,2,0,x,5,-160,-128,-1.5,165,9,-120,9,-105
429,959,V,NYY,JMONTGOME-L,0,0,0,0,2,0,0,0,1,3,-170,-180,-1.5,-130,9,-125,9.5,-115
429,960,H,BAL,JLOPEZ,1,0,0,0,0,1,0,1,0,4,145,165,1.5,110,9,105,9.5,-105
429,961,V,OAK,CBASSITT,0,0,1,1,0,0,0,0,1,3,-110,102,-1.5,160,8,-105,7.5,-120
429,962,H,TAM,SMCCLANAH-L,1,0,0,0,1,0,0,0,0,2,-110,-112,1.5,-180,8,-115,7.5,100
429,963,V,SEA,YKIKUCHI-L,0,0,1,0,0,0,0,0,0,1,135,150,1.5,-135,9,-115,9,-115
429,964,H,HOU,LGARCIA,0,0,0,0,0,0,0,0,0,0,-160,-160,-1.5,115,9,-105,9,-105
429,965,V,BOS,MPEREZ-L,0,0,0,0,0,1,0,0,0,1,-135,-109,-1.5,140,9,-105,8.5,-115
429,966,H,TEX,KGIBSON,0,0,0,1,0,2,1,0,x,4,115,-101,1.5,-160,9,-115,8.5,-105
429,969,V,DET,CMIZE,0,0,0,1,0,0,0,x,x,1,175,180,1.5,-135,6,100,6,100
429,970,H,CWS,CRODON-L,0,0,0,0,3,0,0,x,x,3,-210,-200,-1.5,115,6,-120,6,-120
429,971,V,DET,MBOYD-L,0,0,0,0,0,0,0,x,x,0,120,136,1.5,-165,6,-120,6,-120
429,972,H,CWS,DCEASE,0,4,0,0,7,0,0,x,x,11,-140,-146,-1.5,145,6,100,6,100
430,901,V,STL,JGANT,1,0,1,1,0,3,0,0,1,7,-120,106,1.5,-205,7.5,-115,8,100
430,902,H,PIT,JBRUBAKER,0,0,0,1,0,2,0,0,0,3,100,-116,-1.5,180,7.5,-105,8,-120
430,903,V,NYM,MSTROMAN,0,0,0,0,0,1,0,0,0,1,-145,-160,-1.5,-110,8.5,100,8.5,-115
430,904,H,PHI,CANDERSON,0,2,0,0,0,0,0,0,x,2,125,150,1.5,-110,8.5,-120,8.5,-105
430,905,V,MIA,PLOPEZ,0,0,0,0,0,0,0,0,0,1,-110,-125,-1.5,135,8,-110,8.5,-110
430,906,H,WAS,JLESTER-L,0,0,0,0,0,0,0,0,0,2,-110,115,1.5,-155,8,-110,8.5,-110
430,907,V,CUB,JARRIETA,1,1,0,0,0,0,2,0,2,6,105,110,1.5,-175,9,-110,8.5,-120
430,908,H,CIN,WMILEY-L,0,0,3,4,0,1,0,0,x,8,-125,-120,-1.5,155,9,-110,8.5,100
430,909,V,LAD,EUCETA,0,0,0,0,1,0,0,0,0,1,-130,-102,-1.5,155,7.5,-120,8,-120
430,910,H,MIL,FPERALTA,0,2,0,0,0,0,0,1,x,3,110,-108,1.5,-175,7.5,100,8,100
430,911,V,COL,JGRAY,1,0,0,0,0,0,1,0,0,2,105,115,1.5,-175,8.5,-115,8.5,-110
430,912,H,ARI,MBUMGARNE-L,0,0,4,1,0,0,0,2,x,7,-125,-125,-1.5,155,8.5,-105,8.5,-110
430,913,V,SFO,LWEBB,1,0,0,0,0,0,0,1,0,2,170,178,1.5,-130,7.5,-105,7.5,-110
430,914,H,SDG,YDARVISH,1,0,0,0,0,2,0,0,x,3,-200,-196,-1.5,110,7.5,-115,7.5,-110
430,915,V,DET,TSKUBAL-L,0,0,0,0,0,0,0,0,0,0,280,330,1.5,170,7.5,-120,7.5,-120
430,916,H,NYY,GCOLE,1,1,2,5,1,0,0,0,x,10,-350,-400,-1.5,-190,7.5,100,7.5,100
430,917,V,HOU,LMCCULLER,1,0,3,1,0,0,1,0,3,9,-125,-126,-1.5,125,7.5,-115,8,100
430,918,H,TAM,RYARBROUG-L,0,0,0,0,0,0,0,0,2,2,105,116,1.5,-145,7.5,-105,8,-120
430,919,V,BOS,NEOVALDI,4,0,2,0,0,0,0,0,0,6,-170,-155,-1.5,-105,8.5,-105,8.5,-110
430,920,H,TEX,KARIHARA,0,1,0,0,0,0,0,0,0,1,145,145,1.5,-115,8.5,-115,8.5,-110
430,921,V,KAN,BSINGER,0,0,0,1,0,0,0,0,0,1,115,130,1.5,-160,7.5,-120,8.5,100
430,922,H,MIN,MPINEDA,0,1,3,0,1,0,0,4,x,9,-135,-140,-1.5,140,7.5,100,8.5,-120
430,923,V,CLE,SBIEBER,0,0,4,0,0,0,0,1,0,5,-145,-138,-1.5,125,6.5,-120,7,105
430,924,H,CWS,DKEUCHEL-L,0,1,2,0,0,0,0,0,0,3,125,128,1.5,-145,6.5,100,7,-125
430,925,V,BAL,JMEANS-L,0,0,2,0,1,0,0,0,0,3,110,119,1.5,-175,7.5,-115,8,-110
430,926,H,OAK,MFIERS,0,1,0,0,0,0,1,0,0,2,-130,-129,-1.5,155,7.5,-105,8,-110
430,927,V,LAA,AHEANEY-L,2,0,1,0,0,0,0,0,1,4,-145,-148,-1.5,110,8,-105,8.5,105
430,928,H,SEA,CFLEXEN,1,1,1,1,0,1,0,2,x,7,125,138,1.5,-130,8,-115,8.5,-125
430,929,V,ATL,DSMYLY-L,0,0,0,0,0,0,2,3,0,5,-105,110,1.5,-175,10.5,-120,9.5,-115
430,930,H,TOR,RRAY-L,0,0,2,2,3,3,2,1,x,13,-115,-120,-1.5,155,10.5,100,9.5,-105
501,951,V,MIA,PCAMPBELL,0,0,0,0,0,1,1,0,0,2,105,137,1.5,-155,8.5,-105,7.5,-120
501,952,H,WAS,PCORBIN-L,1,1,0,5,0,0,0,0,x,7,-125,-147,-1.5,135,8.5,-115,7.5,100
501,953,V,CUB,ZDAVIES,0,0,1,1,0,1,0,0,0,3,135,145,1.5,-140,9,-110,8.5,-115
501,954,H,CIN,LCASTILLO,2,0,0,0,0,0,0,0,0,2,-160,-155,-1.5,120,9,-110,8.5,-105
501,955,V,NYM,TWALKER,4,0,0,0,0,0,0,0,1,5,100,-103,1.5,-200,7.5,-115,8,-110
501,956,H,PHI,ZWHEELER,0,2,0,0,0,2,0,0,0,4,-120,-107,-1.5,175,7.5,-105,8,-110
501,957,V,STL,JFLAHERTY,4,0,1,0,0,0,2,0,5,12,-135,-150,-1.5,105,7.5,-105,7,-120
501,958,H,PIT,TCAHILL,0,1,2,0,0,0,2,0,0,5,115,140,1.5,-125,7.5,-115,7,100
501,959,V,LAD,DMAY,1,0,1,0,0,0,0,0,0,5,-115,-125,-1.5,135,7,-125,7,-115
501,960,H,MIL,BWOODRUFF,0,1,1,0,0,0,0,0,0,6,-105,115,1.5,-155,7,105,7,-105
501,961,V,COL,AGOMBER-L,1,0,0,3,0,2,1,7,0,14,150,161,1.5,-140,8,-115,8.5,-110
501,962,H,ARI,ZGALLEN,0,0,2,0,1,1,1,0,1,6,-180,-172,-1.5,120,8,-105,8.5,-110
501,963,V,SFO,ADESCLAFA,0,0,0,2,0,0,0,0,0,2,145,162,1.5,-140,7,-110,7,-120
501,964,H,SDG,BSNELL-L,3,0,0,0,0,0,0,3,x,6,-170,-174,-1.5,120,7,-110,7,100
501,965,V,DET,STURNBULL,0,0,0,1,0,0,2,1,0,4,175,195,1.5,-105,8,-125,8.5,-110
501,966,H,NYY,JTAILLON,0,0,1,0,1,4,0,0,x,6,-210,-215,-1.5,-115,8,105,8.5,-110
501,967,V,KAN,DDUFFY-L,2,0,2,5,0,1,0,1,0,11,-105,134,1.5,-150,9,-125,8,-115
501,968,H,MIN,MSHOEMAKE,0,0,0,0,0,0,1,2,0,3,-115,-144,-1.5,130,9,105,8,-105
501,969,V,CLE,TMCKENZIE,0,0,0,2,1,0,0,0,0,3,145,152,1.5,-135,8.5,-105,8,-110
501,970,H,CWS,LLYNN,0,5,0,2,0,0,0,0,x,7,-170,-162,-1.5,115,8.5,-115,8,-110
501,971,V,BAL,MHARVEY,0,0,6,0,0,2,0,0,0,8,145,170,1.5,-125,8,-105,8,-120
501,972,H,OAK,JLUZARDO-L,0,0,0,0,0,2,1,0,1,4,-170,-185,-1.5,105,8,-115,8,100
501,973,V,HOU,JURQUIDY,3,0,0,0,0,0,0,0,0,3,-110,-109,-1.5,145,8,-125,7.5,-115
501,974,H,TAM,JFLEMING-L,0,0,0,0,0,0,0,0,1,1,-110,-101,1.5,-165,8,105,7.5,-105
501,975,V,BOS,ERODRIGUE-L,0,2,0,1,2,0,1,0,0,6,-180,-174,-1.5,-120,8.5,-105,8.5,-115
501,976,H,TEX,JLYLES,0,0,3,0,1,3,0,1,x,8,150,162,1.5,100,8.5,-115,8.5,-105
501,977,V,LAA,GCANNING,3,5,0,2,0,0,0,0,0,10,-140,-136,-1.5,120,8.5,-105,8.5,-115
501,978,H,SEA,LNEWSOME,0,0,1,0,0,0,0,2,2,5,120,126,1.5,-140,8.5,-115,8.5,-105
501,979,V,ATL,CMORTON,0,4,0,0,1,0,0,0,0,5,-140,-138,-1.5,105,10.5,-115,10.5,-110
501,980,H,TOR,TBERGEN-L,0,0,2,0,0,2,1,0,0,6,120,128,1.5,-125,10.5,-105,10.5,-110
502,901,V,MIA,TROGERS-L,0,0,0,0,0,0,0,0,1,1,125,143,1.5,-165,7,100,7,100
502,902,H,WAS,MSCHERZER,0,0,3,0,0,0,0,0,x,3,-145,-153,-1.5,145,7,-120,7,-120
502,903,V,STL,CMARTINEZ,0,3,0,0,0,0,0,0,0,3,-140,-130,-1.5,135,8.5,-125,8,-110
502,904,H,PIT,WCROWE,0,0,0,0,0,0,0,0,0,0,120,120,1.5,-155,8.5,105,8,-110
502,905,V,CUB,TWILLIAMS,1,1,2,0,1,1,2,4,0,12,135,152,1.5,-140,8.5,-120,9,100
502,906,H,CIN,TMAHLE,2,0,4,0,0,3,3,0,0,13,-160,-162,-1.5,120,8.5,100,9,-120
502,907,V,LAD,JURIAS-L,5,4,0,2,0,3,0,2,0,16,-190,-200,-1.5,-125,8.5,-115,8,-110
502,908,H,MIL,ABETTINGE,0,0,1,0,0,0,0,3,0,4,160,180,1.5,105,8.5,-105,8,-110
502,909,V,COL,CGONZALEZ,0,0,2,0,0,0,0,2,0,4,130,132,1.5,-160,9,-110,9,-120
502,910,H,ARI,MKELLY,0,1,0,0,3,0,0,4,x,8,-150,-142,-1.5,140,9,-110,9,100
502,911,V,SFO,KGAUSMAN,0,0,4,0,2,0,0,0,1,7,145,165,1.5,-135,6.5,-120,7,-120
502,912,H,SDG,JMUSGROVE,1,0,0,0,0,0,0,0,0,1,-170,-180,-1.5,115,6.5,100,7,100
502,913,V,NYM,DPETERSON-L,0,0,1,0,0,1,0,6,0,8,-105,115,1.5,-185,9,-110,8,-125
502,914,H,PHI,ZEFLIN,1,0,0,0,0,3,0,0,3,7,-115,-125,-1.5,165,9,-110,8,105
502,915,V,DET,JURENA,0,0,0,0,0,0,0,0,0,0,200,210,1.5,105,9,-105,8,-120
502,916,H,NYY,CKLUBER,0,2,0,0,0,0,0,0,x,2,-250,-240,-1.5,-125,9,-115,8,100
502,917,V,HOU,CJAVIER,0,0,0,1,2,1,0,0,0,4,-135,-125,-1.5,130,8,-115,8,-115
502,918,H,TAM,RHILL-L,0,0,0,0,3,1,1,0,x,5,115,115,1.5,-150,8,-105,8,-105
502,919,V,CLE,ZPLESAC,0,0,1,1,0,0,3,0,0,5,140,148,1.5,-145,8,-110,7.5,-115
502,920,H,CWS,LGIOLITO,0,0,0,0,0,0,0,0,0,0,-165,-158,-1.5,125,8,-110,7.5,-105
502,921,V,KAN,BKELLER,0,0,0,3,1,0,0,0,0,4,150,190,1.5,-110,8.5,-110,8.5,-120
502,922,H,MIN,JBERRIOS,0,0,7,0,0,3,0,3,x,13,-180,-210,-1.5,-110,8.5,-110,8.5,100
502,923,V,BOS,GRICHARDS,0,1,0,1,0,0,1,0,0,3,-145,-120,-1.5,130,9,-115,9,-105
502,924,H,TEX,MFOLTYNEW,0,0,0,1,0,0,1,3,x,5,125,110,1.5,-150,9,-105,9,-115
502,925,V,BAL,BZIMMERMA-L,0,1,1,0,2,0,1,0,0,5,160,180,1.5,-115,8.5,-115,8.5,-110
502,926,H,OAK,SMANAEA-L,2,0,2,0,0,0,1,2,x,7,-190,-200,-1.5,-105,8.5,-105,8.5,-110
502,927,V,LAA,DBUNDY,0,0,0,0,0,0,0,0,0,0,-140,-154,-1.5,100,8,-115,8.5,-110
502,928,H,SEA,JSHEFFIEL-L,0,0,0,1,1,0,0,0,x,2,120,144,1.5,-120,8,-105,8.5,-110
502,929,V,ATL,IANDERSON,0,1,0,0,1,0,0,0,0,2,-140,-125,-1.5,120,10.5,-120,10.5,-115
502,930,H,TOR,RSTRIPLIN,0,1,2,1,0,0,0,3,x,7,120,115,1.5,-140,10.5,100,10.5,-105
503,951,V,MIL,AHOUSER,1,0,0,0,0,0,0,2,0,3,-110,-110,1.5,-220,8.5,-115,9,100
503,952,H,PHI,VVELASQUE,2,2,0,0,0,0,0,0,x,4,-110,100,-1.5,195,8.5,-105,9,-120
503,955,V,NYM,JLUCCHESI-L,0,2,3,0,0,0,0,0,0,5,110,120,1.5,-175,8.5,-105,8.5,100
503,956,H,STL,AWAINWRIG,1,1,4,0,0,0,0,0,x,6,-130,-130,-1.5,155,8.5,-115,8.5,-120
503,959,V,PIT,TANDERSON-L,0,0,0,0,0,0,0,0,0,0,155,164,1.5,-130,8,-110,9,-115
503,960,H,SDG,MDIAZ,0,0,0,0,0,0,2,0,x,2,-185,-178,-1.5,110,8,-110,9,-105
503,961,V,TEX,DDUNNING,0,0,0,0,0,0,0,3,2,5,155,163,1.5,-130,8.5,-110,8.5,100
503,962,H,MIN,KMAEDA,0,1,1,0,0,3,0,1,x,6,-185,-176,-1.5,110,8.5,-110,8.5,-120
503,963,V,CLE,ACIVALE,0,0,0,1,2,0,5,0,0,8,-105,-112,-1.5,145,8.5,-110,8.5,-110
503,964,H,KAN,DLYNCH-L,0,0,1,2,0,0,3,0,0,6,-115,102,1.5,-165,8.5,-110,8.5,-110
503,965,V,TAM,TGLASNOW,0,0,4,1,0,0,0,0,2,7,-110,-148,-1.5,110,8,-115,7.5,-110
503,966,H,LAA,JQUINTANA-L,0,0,0,0,0,3,0,0,0,3,-110,138,1.5,-130,8,-105,7.5,-110
503,967,V,TOR,SMATZ-L,0,0,3,0,0,0,0,1,0,4,-110,110,1.5,-190,8.5,-110,8.5,-110
503,968,H,OAK,FMONTAS,0,3,0,0,2,0,0,0,x,5,-110,-120,-1.5,170,8.5,-110,8.5,-110
503,969,V,BAL,DKREMER,0,0,0,0,0,0,0,5,0,5,120,115,1.5,-170,8.5,100,8.5,100
503,970,H,SEA,ESWANSON,0,0,0,0,1,0,0,2,0,3,-140,-125,-1.5,150,8.5,-120,8.5,-120
504,901,V,ARI,RSMITH,0,0,0,0,1,1,0,1,0,3,120,135,1.5,-165,7.5,100,8,100
504,902,H,MIA,SALCANTAR,3,0,0,0,0,0,0,6,x,9,-140,-145,-1.5,145,7.5,-120,8,-120
504,903,V,ATL,HYNOA,0,0,0,0,1,5,0,0,0,6,-130,-124,-1.5,120,9,-110,9,100
504,904,H,WAS,JROSS,0,0,0,0,0,0,1,0,0,1,110,114,1.5,-140,9,-110,9,-120
504,905,V,MIL,ELAUER-L,1,0,0,0,0,0,4,0,0,5,165,155,1.5,-145,7.5,-105,7.5,-115
504,906,H,PHI,ANOLA,1,0,5,0,0,0,0,0,x,6,-195,-165,-1.5,125,7.5,-115,7.5,-105
504,913,V,PIT,MKELLER,0,0,1,0,0,1,0,0,0,2,190,215,1.5,-105,7.5,100,8,100
504,914,H,SDG,DLAMET,0,0,0,0,0,0,1,0,0,1,-235,-245,-1.5,-115,7.5,-120,8,-120
504,915,V,HOU,ZGREINKE,1,0,0,2,0,0,0,0,0,3,-110,105,1.5,-185,8.5,-110,8.5,-120
504,916,H,NYY,DGERMAN,3,0,0,0,0,4,0,0,x,7,-110,-115,-1.5,165,8.5,-110,8.5,100
504,917,V,DET,MFULMER,0,2,0,0,1,4,0,0,0,7,160,160,1.5,-130,8.5,-120,9,-120
504,918,H,BOS,NPIVETTA,4,3,1,0,1,1,0,1,x,11,-190,-170,-1.5,110,8.5,100,9,100
504,919,V,TEX,KGIBSON,1,0,0,0,0,0,0,0,2,6,125,145,1.5,-135,8.5,-105,8.5,-105
504,920,H,MIN,JHAPP-L,2,0,0,0,1,0,0,0,0,3,-145,-155,-1.5,115,8.5,-115,8.5,-115
504,921,V,CLE,PMATON,0,0,0,0,0,3,0,4,0,7,105,127,1.5,-160,9,-105,9.5,100
504,922,H,KAN,MMINOR-L,0,1,1,0,1,0,0,0,0,3,-125,-137,-1.5,140,9,-115,9.5,-120
504,923,V,TAM,SMCCLANAH-L,1,0,0,0,1,2,1,3,0,8,-105,103,1.5,-190,8.5,-110,8.5,-120
504,924,H,LAA,ACOBB,0,0,0,0,0,1,0,2,0,3,-115,-113,-1.5,170,8.5,-110,8.5,100
504,925,V,TOR,AKAY-L,0,0,0,0,0,1,0,0,0,1,-105,110,1.5,-180,8.5,-120,8.5,-120
504,926,H,OAK,CIRVIN-L,0,4,0,0,0,0,0,0,x,4,-115,-120,-1.5,160,8.5,100,8.5,100
504,927,V,BAL,JLOPEZ,0,0,0,0,1,0,0,0,1,2,110,111,1.5,-180,8.5,100,8.5,-115
504,928,H,SEA,JDUNN,0,0,0,1,0,0,0,4,x,5,-130,-121,-1.5,160,8.5,-120,8.5,-105
504,929,V,CWS,DCEASE,0,3,1,3,1,0,0,1,0,9,-125,101,1.5,-200,9.5,-105,9,-120
504,930,H,CIN,JHOFFMAN,0,0,0,0,0,0,0,0,0,0,105,-111,-1.5,175,9.5,-115,9,100
504,931,V,SFO,ASANCHEZ,10,0,0,0,0,2,0,x,x,12,-110,115,1.5,-190,7.5,-110,7.5,-110
504,932,H,COL,GMARQUEZ,0,0,0,4,0,0,0,x,x,4,-110,-125,-1.5,170,7.5,-110,7.5,-110
504,933,V,LAD,CKERSHAW-L,0,0,0,0,0,0,1,x,x,1,-200,-170,-1.5,100,5.5,105,5,-120
504,934,H,CUB,KHENDRICK,4,0,2,0,0,1,0,x,x,7,170,160,1.5,-120,5.5,-125,5,100
504,935,V,LAD,TBAUER,0,0,0,0,0,0,1,2,0,3,-220,-230,-1.5,-120,6,105,5.5,-120
504,936,H,CUB,KTHOMPSON,0,0,0,1,0,0,0,2,1,4,180,205,1.5,100,6,-125,5.5,100
504,937,V,SFO,AWOOD-L,2,0,0,0,2,2,0,x,x,6,-135,-153,-1.5,110,8,-105,8,-120
504,938,H,COL,RCASTELLA,0,0,0,2,0,0,6,x,x,8,115,143,1.5,-130,8,-115,8,100
505,951,V,SFO,LWEBB,0,2,0,0,0,0,2,0,1,5,-105,102,1.5,-185,10.5,100,10,-105
505,952,H,COL,JGRAY,0,0,0,6,0,0,0,0,x,6,-115,-112,-1.5,165,10.5,-120,10,-115
505,953,V,ARI,LWEAVER,0,0,0,0,0,0,0,0,0,0,130,101,1.5,-190,7.5,-110,8,-105
505,954,H,MIA,RDETWILER-L,2,4,0,0,0,0,2,0,x,8,-150,-111,-1.5,170,7.5,-110,8,-115
505,955,V,ATL,MFRIED-L,0,0,4,1,0,0,0,0,0,5,-135,-131,-1.5,130,8.5,-110,9,-105
505,956,H,WAS,EFEDDE,0,0,0,1,0,0,0,2,0,3,115,121,1.5,-150,8.5,-110,9,-115
505,957,V,MIL,FPERALTA,0,0,1,0,3,0,0,0,0,4,-140,-132,-1.5,120,8.5,-105,7.5,-115
505,958,H,PHI,CANDERSON,5,0,0,0,0,0,0,0,x,5,120,122,1.5,-140,8.5,-115,7.5,-105
505,959,V,LAD,WBUEHLER,0,0,0,1,1,1,0,0,0,5,-185,-159,-1.5,100,7.5,-105,7.5,100
505,960,H,CUB,AALZOLAY,0,0,0,0,2,0,0,1,0,6,155,149,1.5,-120,7.5,-115,7.5,-120
505,963,V,PIT,JBRUBAKER,0,0,0,0,0,2,0,0,0,2,210,202,1.5,-130,6.5,-110,6.5,-110
505,964,H,SDG,YDARVISH,0,0,1,0,1,2,0,0,x,4,-260,-222,-1.5,110,6.5,-110,6.5,-110
505,965,V,BAL,JMEANS-L,0,2,0,0,0,0,1,3,0,6,-110,102,1.5,-200,7.5,-110,7.5,-105
505,966,H,SEA,YKIKUCHI-L,0,0,0,0,0,0,0,0,0,0,-110,-112,-1.5,175,7.5,-110,7.5,-115
505,967,V,HOU,LGARCIA,0,0,0,3,0,0,0,0,0,3,115,121,1.5,-165,9,-120,9.5,100
505,968,H,NYY,JMONTGOME-L,0,0,2,0,1,0,0,3,x,6,-135,-131,-1.5,145,9,100,9.5,-120
505,969,V,DET,CMIZE,0,0,0,1,0,2,0,0,0,6,165,164,1.5,-125,9,-115,9,100
505,970,H,BOS,MPEREZ-L,0,1,0,0,0,0,2,0,0,5,-195,-178,-1.5,105,9,-105,9,-120
505,971,V,TEX,HYANG-L,0,0,0,1,0,2,0,0,0,3,140,163,1.5,-130,9,-105,8.5,-115
505,972,H,MIN,LTHORPE-L,0,1,0,0,0,0,0,0,0,1,-165,-176,-1.5,110,9,-115,8.5,-105
505,973,V,CLE,SBIEBER,0,0,0,0,0,3,0,1,1,5,-180,-154,-1.5,105,7,-110,7,-120
505,974,H,KAN,BSINGER,0,1,0,1,2,0,0,0,0,4,150,144,1.5,-125,7,-110,7,100
505,975,V,TAM,AKITTREDG,0,0,0,0,0,0,3,0,0,3,105,-104,1.5,-200,8.5,-120,8.5,-105
505,976,H,LAA,SOHTANI--,0,0,1,0,0,0,0,0,0,1,-125,-106,-1.5,175,8.5,100,8.5,-115
505,977,V,TOR,RRAY-L,2,0,0,0,0,0,0,5,2,9,110,122,1.5,-170,8.5,-110,8,100
505,978,H,OAK,CBASSITT,1,0,0,1,0,1,0,1,0,4,-130,-132,-1.5,150,8.5,-110,8,-120
505,979,V,CWS,DKEUCHEL-L,0,0,0,0,0,0,0,0,0,0,110,116,1.5,-185,8.5,-110,8,100
